Search keyword report
"October 1, 2025 - March 8, 2026"
Month,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Interactions,Interaction rate,Avg. cost,Cost,Impr.,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
February 2026,Paused,"""b2c pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""b2c pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""omnichannel pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""open pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""ai based pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""automated pricing at scale""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""price elasticity in retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""RGM solution""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""automated pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""omnichannel pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""algorithmic pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""d2c pricing""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""d2c pricing software""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""AI pricing optimization for Retail""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""AI pricing management for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""AI pricing automation for Retail""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""markdown pricing tools""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""retail pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""markdown pricing platform""",Phrase match,exact,Exact,Paused,paused; rarely served,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""price elasticity optimization""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""Pricing Platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""price elasticity tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""automated pricing system""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""automated pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,11,1.27%,14.13,155.43,869,11,0.00%,0.00,14.13,0.00
February 2026,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,7,1.52%,14.59,102.11,460,7,0.00%,0.00,14.59,0.00
March 2026,Enabled,[dynamic pricing solution],Exact match,exact,Exact,Eligible,,USD,18.75,,1,2.04%,14.90,14.90,49,1,0.00%,0.00,14.90,0.00
October 2025,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""markdown pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""automated pricing tools""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""pricing platform""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""b2c pricing software""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""retail pricing tool""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
October 2025,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
November 2025,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
December 2025,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
January 2026,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
February 2026,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
March 2026,Paused,"""Quicklizard""",Phrase match,exact,Exact,Paused,paused,USD,15.00,,0, --,0,0.00,0,0,0.00%,0.00,0,0.00
