Month,Keyword status,Keyword,Max. CPC,Interactions,Interaction rate,Avg. cost,Cost,Impressions,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Nov-25,Paused,"""automated pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""automated pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""automated pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""automated pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""automated pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[dynamic pricing solution],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[dynamic pricing solution],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[dynamic pricing solution],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[dynamic pricing solution],18.75,11,1.27%,14.13,155.43,869,11,0.00%,0,14.13,0
Feb-26,Enabled,[dynamic pricing solution],18.75,7,1.52%,14.59,102.11,460,7,0.00%,0,14.59,0
Mar-26,Enabled,[dynamic pricing solution],18.75,1,2.04%,14.9,14.9,49,1,0.00%,0,14.9,0
Oct-25,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""markdown pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""automated pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""b2c pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""retail pricing tool""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""Quicklizard""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""Revenue Growth Management""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""retail pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[markdown optimization],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[markdown optimization],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[markdown optimization],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[markdown optimization],15,2,15.38%,14.23,28.45,13,2,0.00%,0,14.23,0
Feb-26,Enabled,[markdown optimization],15,1,25.00%,10.64,10.64,4,1,0.00%,0,10.64,0
Mar-26,Enabled,[markdown optimization],15,0,0.00%,0,0,4,0,0.00%,0,0,0
Oct-25,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""Retail Pricing Optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""b2c pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing tools""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[omnichannel pricing],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[omnichannel pricing],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[omnichannel pricing],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[omnichannel pricing],15,0,0.00%,0,0,6,0,0.00%,0,0,0
Feb-26,Enabled,[omnichannel pricing],15,2,33.33%,13.06,26.12,6,2,0.00%,0,13.06,0
Mar-26,Enabled,[omnichannel pricing],15,0,0.00%,0,0,2,0,0.00%,0,0,0
Oct-25,Enabled,[price benchmarking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[price benchmarking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[price benchmarking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[price benchmarking],18.75,4,3.42%,13.92,55.66,117,4,0.00%,0,13.92,0
Feb-26,Enabled,[price benchmarking],18.75,1,1.72%,14.62,14.62,58,1,0.00%,0,14.62,0
Mar-26,Enabled,[price benchmarking],18.75,0,0.00%,0,0,29,0,0.00%,0,0,0
Oct-25,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""retail pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[pricing analytics],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[pricing analytics],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[pricing analytics],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[pricing analytics],18.75,3,3.09%,14.22,42.66,97,3,0.00%,0,14.22,0
Feb-26,Enabled,[pricing analytics],18.75,1,2.27%,14.41,14.41,44,1,0.00%,0,14.41,0
Mar-26,Enabled,[pricing analytics],18.75,1,3.13%,9.6,9.6,32,1,0.00%,0,9.6,0
Oct-25,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""competitor price monitoring""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing system""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing platform""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[dynamic pricing retail],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[dynamic pricing retail],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[dynamic pricing retail],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[dynamic pricing retail],18.75,2,2.22%,11.8,23.61,90,2,0.00%,0,11.8,0
Feb-26,Enabled,[dynamic pricing retail],18.75,4,8.00%,11.78,47.1,50,4,0.00%,0,11.78,0
Mar-26,Enabled,[dynamic pricing retail],18.75,0,0.00%,0,0,17,0,0.00%,0,0,0
Oct-25,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing engine""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[pricing solution],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[pricing solution],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[pricing solution],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[pricing solution],15,0,0.00%,0,0,6,0,0.00%,0,0,0
Feb-26,Enabled,[pricing solution],15,1,5.00%,14.6,14.6,20,1,0.00%,0,14.6,0
Mar-26,Enabled,[pricing solution],15,0,0.00%,0,0,7,0,0.00%,0,0,0
Oct-25,Enabled,[retail pricing strategies],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[retail pricing strategies],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[retail pricing strategies],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[retail pricing strategies],15,0,0.00%,0,0,36,0,0.00%,0,0,0
Feb-26,Enabled,[retail pricing strategies],15,1,7.14%,14.07,14.07,14,1,0.00%,0,14.07,0
Mar-26,Enabled,[retail pricing strategies],15,2,14.29%,14.93,29.86,14,2,0.00%,0,14.93,0
Oct-25,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""pricing automation""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""Revenue management""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""pricing optimization""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[dynamic pricing ecommerce],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[dynamic pricing ecommerce],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[dynamic pricing ecommerce],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[dynamic pricing ecommerce],15,2,6.25%,14.71,29.41,32,2,0.00%,0,14.71,0
Feb-26,Enabled,[dynamic pricing ecommerce],15,1,3.85%,15,15,26,1,0.00%,0,15,0
Mar-26,Enabled,[dynamic pricing ecommerce],15,0,0.00%,0,0,10,0,0.00%,0,0,0
Oct-25,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""pricing tool software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[assortment optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[assortment optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[assortment optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[assortment optimization],18.75,2,7.41%,14.35,28.7,27,2,0.00%,0,14.35,0
Feb-26,Enabled,[assortment optimization],18.75,0,0.00%,0,0,24,0,0.00%,0,0,0
Mar-26,Enabled,[assortment optimization],18.75,0,0.00%,0,0,17,0,0.00%,0,0,0
Oct-25,Enabled,[price optimization software],17.7,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[price optimization software],17.7,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[price optimization software],17.7,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[price optimization software],17.7,3,8.11%,14.79,44.38,37,3,0.00%,0,14.79,0
Feb-26,Enabled,[price optimization software],17.7,1,4.55%,14.23,14.23,22,1,0.00%,0,14.23,0
Mar-26,Enabled,[price optimization software],17.7,1,50.00%,8.8,8.8,2,1,0.00%,0,8.8,0
Oct-25,Enabled,[price management software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[price management software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[price management software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[price management software],15,0,0.00%,0,0,56,0,0.00%,0,0,0
Feb-26,Enabled,[price management software],15,1,4.55%,14.74,14.74,22,1,0.00%,0,14.74,0
Mar-26,Enabled,[price management software],15,0,0.00%,0,0,5,0,0.00%,0,0,0
Oct-25,Enabled,[pricing engine],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[pricing engine],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[pricing engine],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[pricing engine],18.75,3,3.90%,14.11,42.33,77,3,0.00%,0,14.11,0
Feb-26,Enabled,[pricing engine],18.75,5,9.62%,10.41,52.03,52,5,0.00%,0,10.41,0
Mar-26,Enabled,[pricing engine],18.75,1,3.57%,18,18,28,1,0.00%,0,18,0
Oct-25,Enabled,[ecommerce pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[ecommerce pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[ecommerce pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[ecommerce pricing software],15,1,3.57%,14.95,14.95,28,1,0.00%,0,14.95,0
Feb-26,Enabled,[ecommerce pricing software],15,2,15.38%,8.24,16.48,13,2,0.00%,0,8.24,0
Mar-26,Enabled,[ecommerce pricing software],15,3,300.00%,12.42,37.25,1,3,0.00%,0,12.42,0
Oct-25,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[retail pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[retail pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[retail pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[retail pricing software],15,1,6.67%,10.61,10.61,15,1,0.00%,0,10.61,0
Feb-26,Enabled,[retail pricing software],15,0,0.00%,0,0,16,0,0.00%,0,0,0
Mar-26,Enabled,[retail pricing software],15,0,0.00%,0,0,6,0,0.00%,0,0,0
Oct-25,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""retail pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[pricing intelligence software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[pricing intelligence software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[pricing intelligence software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[pricing intelligence software],15,2,3.85%,13.72,27.44,52,2,0.00%,0,13.72,0
Feb-26,Enabled,[pricing intelligence software],15,3,9.38%,13.12,39.35,32,3,0.00%,0,13.12,0
Mar-26,Enabled,[pricing intelligence software],15,0,0.00%,0,0,11,0,0.00%,0,0,0
Oct-25,Enabled,[price optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[price optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[price optimization],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[price optimization],18.75,3,2.17%,14.45,43.35,138,3,0.00%,0,14.45,0
Feb-26,Enabled,[price optimization],18.75,3,3.80%,10.66,31.97,79,3,0.00%,0,10.66,0
Mar-26,Enabled,[price optimization],18.75,1,2.27%,14.37,14.37,44,1,0.00%,0,14.37,0
Oct-25,Enabled,[price intelligence],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[price intelligence],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[price intelligence],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[price intelligence],15,3,7.69%,12.39,37.18,39,3,0.00%,0,12.39,0
Feb-26,Enabled,[price intelligence],15,3,18.75%,12.78,38.34,16,3,0.00%,0,12.78,0
Mar-26,Enabled,[price intelligence],15,0,0.00%,0,0,6,0,0.00%,0,0,0
Oct-25,Enabled,[dynamic pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[dynamic pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[dynamic pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[dynamic pricing software],15,5,13.51%,14.46,72.31,37,5,0.00%,0,14.46,0
Feb-26,Enabled,[dynamic pricing software],15,1,3.85%,14.76,14.76,26,1,0.00%,0,14.76,0
Mar-26,Enabled,[dynamic pricing software],15,0,0.00%,0,0,4,0,0.00%,0,0,0
Oct-25,Enabled,[best pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[best pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[best pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[best pricing software],15,4,9.76%,13.48,53.9,41,4,0.00%,0,13.48,0
Feb-26,Enabled,[best pricing software],15,0,0.00%,0,0,6,0,0.00%,0,0,0
Mar-26,Enabled,[best pricing software],15,1,10.00%,14.33,14.33,10,1,0.00%,0,14.33,0
Oct-25,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""dynamic pricing software""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,"""automated pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[map pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[map pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[map pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[map pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,[map pricing software],15,0,0.00%,0,0,2,0,0.00%,0,0,0
Mar-26,Enabled,[map pricing software],15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[competitor price tracking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[competitor price tracking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[competitor price tracking],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[competitor price tracking],18.75,2,4.26%,14.53,29.05,47,2,0.00%,0,14.53,0
Feb-26,Enabled,[competitor price tracking],18.75,3,21.43%,14.68,44.04,14,3,0.00%,0,14.68,0
Mar-26,Enabled,[competitor price tracking],18.75,1,4.76%,18.7,18.7,21,1,0.00%,0,18.7,0
Oct-25,Enabled,[competitor price monitoring],18.75,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,[competitor price monitoring],18.75,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[competitor price monitoring],18.75,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,[competitor price monitoring],18.75,4,4.30%,14.74,58.95,93,4,0.00%,0,14.74,0
Feb-26,Enabled,[competitor price monitoring],18.75,3,8.57%,14.25,42.75,35,3,0.00%,0,14.25,0
Mar-26,Enabled,[competitor price monitoring],18.75,0,0.00%,0,0,33,0,0.00%,0,0,0
Oct-25,Paused,[price monitoring software],15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,[price monitoring software],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,[price monitoring software],15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,[price monitoring software],15,15,5.70%,13.53,202.89,263,15,0.00%,0,13.53,0
Feb-26,Paused,[price monitoring software],15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,[price monitoring software],15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,"""pricing solution""",15,0, --,0,0,0,0,0.00%,0,0,0
